organisation,project,provision-reason,specification,dataset
local-authority:BAR,,encouraged,developer-ageement,developer-agreement
local-authority:BAR,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:BAR,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:BAR,design-codes,prospective,design-code,design-code
local-authority:BAR,design-codes,prospective,design-code,design-code-area
local-authority:BAR,design-codes,prospective,design-code,design-code-rule
local-authority:BAR,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:BAR,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:BAR,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:BAR,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:BAR,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:BAR,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:BAR,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:BAR,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:BAS,,statutory,brownfield-land,brownfield-land
local-authority:BAS,,encouraged,developer-ageement,developer-agreement
local-authority:BAS,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:BAS,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:BAS,design-codes,prospective,design-code,design-code
local-authority:BAS,design-codes,prospective,design-code,design-code-area
local-authority:BAS,design-codes,prospective,design-code,design-code-rule
local-authority:BAS,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:BAS,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:BAS,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:BAS,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:BAS,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:BAS,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:BAS,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:BAS,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:BBD,,statutory,brownfield-land,brownfield-land
local-authority:BBD,,encouraged,developer-ageement,developer-agreement
local-authority:BBD,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:BBD,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:BBD,design-codes,prospective,design-code,design-code
local-authority:BBD,design-codes,prospective,design-code,design-code-area
local-authority:BBD,design-codes,prospective,design-code,design-code-rule
local-authority:BBD,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:BBD,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:BBD,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:BBD,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:BBD,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:BBD,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:BBD,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:BBD,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:BDF,,statutory,brownfield-land,brownfield-land
local-authority:BDF,,encouraged,developer-ageement,developer-agreement
local-authority:BDF,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:BDF,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:BDF,design-codes,prospective,design-code,design-code
local-authority:BDF,design-codes,prospective,design-code,design-code-area
local-authority:BDF,design-codes,prospective,design-code,design-code-rule
local-authority:BDF,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:BDF,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:BDF,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:BDF,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:BDF,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:BDF,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:BDF,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:BDF,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:BDG,,statutory,brownfield-land,brownfield-land
local-authority:BDG,,encouraged,developer-ageement,developer-agreement
local-authority:BDG,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:BDG,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:BDG,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:BDG,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:BDG,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:BDG,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:BDG,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:BDG,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:BDG,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:BDG,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:BEN,,statutory,brownfield-land,brownfield-land
local-authority:BEN,,encouraged,developer-ageement,developer-agreement
local-authority:BEN,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:BEN,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:BEN,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:BEN,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:BEN,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:BEN,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:BEN,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:BEN,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:BEN,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:BEN,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:BEX,,statutory,brownfield-land,brownfield-land
local-authority:BEX,,encouraged,developer-ageement,developer-agreement
local-authority:BEX,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:BEX,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:BEX,design-codes,prospective,design-code,design-code
