dataset,field,field-dataset,guidance,hint,version
development-plan-timetable,development-plan-event,,,,1
development-plan-timetable,document-url,,,,1
development-plan-timetable,documentation-url,,,,1
development-plan-timetable,end-date,,,,1
development-plan-timetable,entity,,,,1
development-plan-timetable,entry-date,,,,1
development-plan-timetable,event-date,,,,1
development-plan-timetable,name,,,,1
development-plan-timetable,notes,,,,1
development-plan-timetable,organisation,,,,1
development-plan-timetable,prefix,,,,1
development-plan-timetable,reference,,,,1
development-plan-timetable,start-date,,,,1
development-plan-type,end-date,,,,1
development-plan-type,entity,,,,1
development-plan-type,entry-date,,,,1
development-plan-type,name,,,,1
development-plan-type,notes,,,,1
development-plan-type,prefix,,,,1
development-plan-type,reference,,,,1
development-plan-type,start-date,,,,1
development-plan,description,,,,1
development-plan,development-plan-type,,,,1
development-plan,documentation-url,,,,1
development-plan,document-url,,,,1
development-plan,end-date,,,,1
development-plan,entity,,,,1
development-plan,entry-date,,,,1
development-plan,name,,,,1
development-plan,notes,,,,1
development-plan,organisation,,,,1
development-plan,period-end-date,,,,1
development-plan,period-start-date,,,,1
development-plan,prefix,,,,1
development-plan,reference,,,,1
development-plan,start-date,,,,1
development-policy-area,development-policies,,,,1
development-policy-area,document-url,,,,1
development-policy-area,documentation-url,,,,1
development-policy-area,end-date,,,,1
development-policy-area,entity,,,,1
development-policy-area,entry-date,,,,1
development-policy-area,geometry,,,,1
development-policy-area,name,,,,1
development-policy-area,notes,,,,1
development-policy-area,organisation,,,,1
development-policy-area,point,,,,1
development-policy-area,prefix,,,,1
development-policy-area,reference,,,,1
development-policy-area,start-date,,,,1
development-policy-category,end-date,,,,1
development-policy-category,entity,,,,1
development-policy-category,entry-date,,,,1
development-policy-category,name,,,,1
development-policy-category,notes,,,,1
development-policy-category,prefix,,,,1
development-policy-category,reference,,,,1
development-policy-category,start-date,,,,1
development-policy-metric,development-metric,,,,1
development-policy-metric,development-policy,,,,1
development-policy-metric,end-date,,,,1
development-policy-metric,entity,,,,1
development-policy-metric,entry-date,,,,1
development-policy-metric,name,,,,1
development-policy-metric,notes,,,,1
development-policy-metric,period-end-date,,,,1
development-policy-metric,period-start-date,,,,1
development-policy-metric,prefix,,,,1
development-policy-metric,reference,,,,1
development-policy-metric,start-date,,,,1
development-policy-metric,value,,,,1
development-policy,description,,,,1
development-policy,development-plan-document,,,,1
development-policy,development-policy-categories,,,,1
development-policy,end-date,,,,1
development-policy,entity,,,,1
development-policy,entry-date,,,,1
development-policy,name,,,,1
development-policy,notes,,,,1
development-policy,organisation,,,,1
development-policy,prefix,,,,1
development-policy,reference,,,,1
development-policy,start-date,,,,1
document-type,category,,,,1
document-type,description,,,,1
document-type,end-date,,,,1
document-type,entity,,,,1
document-type,entry-date,,,,1
document-type,name,,,,1
document-type,notes,,,,1
document-type,prefix,,,,1
document-type,reference,,,,1
document-type,start-date,,,,1
document,description,,,,1
document,document-types,,,,1
document,document-url,,,,1
document,end-date,,,,1
document,entity,,,,1
document,entry-date,,,,1
document,name,,,,1
document,notes,,,,1
document,organisations,,,,1
document,prefix,,,,1
document,reference,,,,1
document,start-date,,,,1
employment-allocation,categories,,,,1
employment-allocation,documentation-url,,,,1
employment-allocation,employment-allocation,,,,1
employment-allocation,end-date,,,,1
employment-allocation,entity,,,,1
employment-allocation,entry-date,,,,1
employment-allocation,geography,,,,1
employment-allocation,geometry,,,,1
employment-allocation,legislation,,,,1
employment-allocation,name,,,,1
employment-allocation,notes,,,,1
employment-allocation,organisation,,,,1
employment-allocation,point,,,,1
employment-allocation,prefix,,,,1
employment-allocation,reference,,,,1
employment-allocation,start-date,,,,1
endpoint,end-date,,,,1
endpoint,endpoint,,,,1
endpoint,endpoint-url,,,,1
endpoint,entry-date,,,,1
endpoint,parameters,,,,1
endpoint,plugin,,,,1
endpoint,start-date,,,,1
entity,dataset,,,,1
entity,end-date,,,,1
entity,entity,,,,1
entity,entry-date,,,,1
entity,geojson,,,,1
entity,geometry,,,,1
entity,geometry-geom,,,,1
entity,json,,,,1
entity,name,,,,1
entity,organisation-entity,,,,1
entity,point-geom,,,,1
entity,point,,,,1
entity,prefix,,,,1
entity,reference,,,,1
entity,start-date,,,,1
entity,typology,,,,1
fact-resource,end-date,,,,1
fact-resource,fact,,,,1
fact-resource,entry-date,,,,1
fact-resource,entry-number,,,,1
fact-resource,resource,,,,1
fact-resource,start-date,,,,1
fact,end-date,,,,1
fact,entity,,,,1
fact,fact,,,,1
fact,field,,,,1
fact,entry-date,,,,1
fact,reference-entity,,,,1
fact,start-date,,,,1
fact,value,,,,1
field,cardinality,,,,1
field,datatype,,,,1
field,description,,,,1
field,end-date,,,,1
field,entry-date,,,,1
field,field,,,,1
field,guidance,,,,1
field,hint,,,,1
field,name,,,,1
field,parent-field,,,,1
field,replacement-field,,,,1
field,start-date,,,,1
field,text,,,,1
field,typology,,,,1
field,uri-template,,,,1
field,wikidata-property,,,,1
filter,dataset,,,,1
filter,end-date,,,,1
filter,endpoint,,,,1
filter,entry-date,,,,1
filter,entry-number,,,,1
filter,field,,,,1
filter,pattern,,,,1
filter,resource,,,,1
filter,start-date,,,,1
flood-risk-level,flood-risk-level,,,,1
flood-risk-level,end-date,,,,1
flood-risk-level,entity,,,,1
flood-risk-level,entry-date,,,,1
flood-risk-level,name,,,,1
flood-risk-level,notes,,,,1
flood-risk-level,prefix,,,,1
flood-risk-level,reference,,,,1
flood-risk-level,start-date,,,,1
flood-risk-type,flood-risk-type,,,,1
flood-risk-type,end-date,,,,1
flood-risk-type,entity,,,,1
flood-risk-type,entry-date,,,,1
flood-risk-type,name,,,,1
flood-risk-type,notes,,,,1
flood-risk-type,prefix,,,,1
flood-risk-type,reference,,,,1
flood-risk-type,start-date,,,,1
flood-risk-zone,end-date,,,,1
flood-risk-zone,entity,,,,1
flood-risk-zone,entry-date,,,,1
flood-risk-zone,flood-risk-type,,,,1
flood-risk-zone,flood-risk-level,,,,1
flood-risk-zone,geometry,,,,1
flood-risk-zone,notes,,,,1
flood-risk-zone,organisation,,,,1
flood-risk-zone,point,,,,1
flood-risk-zone,prefix,,,,1
flood-risk-zone,reference,,,,1
flood-risk-zone,start-date,,,,1
geography,categories,,,,1
geography,documentation-url,,,,1
geography,end-date,,,,1
geography,entity,,,,1
geography,entry-date,,,,1
geography,geography,,,,1
geography,geometry,,,,1
geography,legislation,,,,1
geography,name,,,,1
geography,notes,,,,1
geography,organisation,,,,1
geography,point,,,,1
geography,prefix,,,,1
geography,reference,,,,1
geography,start-date,,,,1
government-organisation,addressbase-custodian,,,,1
government-organisation,billing-authority,,,,1
government-organisation,end-date,,,,1
government-organisation,entity,,,,1
government-organisation,entry-date,,,,1
government-organisation,name,,,,1
government-organisation,notes,,,,1
government-organisation,opendatacommunities-uri,,,,1
government-organisation,parliament-thesaurus,,,,1
government-organisation,prefix,,,,1
government-organisation,reference,,,,1
government-organisation,start-date,,,,1
government-organisation,statistical-geography,,,,1
government-organisation,twitter,,,,1
government-organisation,website,,,,1
government-organisation,website-url,,,,1
government-organisation,wikidata,,,,1
government-organisation,wikipedia,,,,1
green-belt-core,end-date,,,,1
green-belt-core,entity,,,,1
green-belt-core,entry-date,,,,1
green-belt-core,name,,,,1
green-belt-core,notes,,,,1
green-belt-core,prefix,,,,1
green-belt-core,reference,,,,1
green-belt-core,start-date,,,,1
green-belt-core,wikidata,,,,1
green-belt-core,wikipedia,,,,1
green-belt,end-date,,,,1
green-belt,entity,,,,1
green-belt,entry-date,,,,1
green-belt,geometry,,,,1
green-belt,green-belt-core,,,,1
green-belt,local-authority-district,,,,1
green-belt,name,,,,1
green-belt,notes,,,,1
green-belt,organisation,,,,1
green-belt,prefix,,,,1
green-belt,reference,,,,1
green-belt,start-date,,,,1
guardianship-site-and-english-heritage-site,categories,,,,1
guardianship-site-and-english-heritage-site,documentation-url,,,,1
guardianship-site-and-english-heritage-site,end-date,,,,1
guardianship-site-and-english-heritage-site,entity,,,,1
guardianship-site-and-english-heritage-site,entry-date,,,,1
guardianship-site-and-english-heritage-site,geography,,,,1
guardianship-site-and-english-heritage-site,geometry,,,,1
guardianship-site-and-english-heritage-site,guardianship-site-and-english-heritage-site,,,,1
guardianship-site-and-english-heritage-site,legislation,,,,1
guardianship-site-and-english-heritage-site,name,,,,1
guardianship-site-and-english-heritage-site,notes,,,,1
guardianship-site-and-english-heritage-site,organisation,,,,1
guardianship-site-and-english-heritage-site,point,,,,1
guardianship-site-and-english-heritage-site,prefix,,,,1
guardianship-site-and-english-heritage-site,reference,,,,1
guardianship-site-and-english-heritage-site,start-date,,,,1
gypsy-and-traveller-site,categories,,,,1
gypsy-and-traveller-site,documentation-url,,,,1
gypsy-and-traveller-site,end-date,,,,1
gypsy-and-traveller-site,entity,,,,1
gypsy-and-traveller-site,entry-date,,,,1
gypsy-and-traveller-site,geography,,,,1
gypsy-and-traveller-site,geometry,,,,1
gypsy-and-traveller-site,gypsy-and-traveller-site,,,,1
gypsy-and-traveller-site,legislation,,,,1
gypsy-and-traveller-site,name,,,,1
gypsy-and-traveller-site,notes,,,,1
gypsy-and-traveller-site,organisation,,,,1
gypsy-and-traveller-site,point,,,,1
gypsy-and-traveller-site,prefix,,,,1
gypsy-and-traveller-site,reference,,,,1
gypsy-and-traveller-site,start-date,,,,1
heritage-action-zone,categories,,,,1
heritage-action-zone,documentation-url,,,,1
heritage-action-zone,end-date,,,,1
heritage-action-zone,entity,,,,1
heritage-action-zone,entry-date,,,,1
heritage-action-zone,geography,,,,1
heritage-action-zone,geometry,,,,1
heritage-action-zone,heritage-action-zone,,,,1
heritage-action-zone,legislation,,,,1
heritage-action-zone,name,,,,1
heritage-action-zone,notes,,,,1
heritage-action-zone,organisation,,,,1
heritage-action-zone,point,,,,1
heritage-action-zone,prefix,,,,1
heritage-action-zone,reference,,,,1
heritage-action-zone,start-date,,,,1
heritage-at-risk,categories,,,,1
heritage-at-risk,documentation-url,,,,1
heritage-at-risk,end-date,,,,1
heritage-at-risk,entity,,,,1
heritage-at-risk,entry-date,,,,1
heritage-at-risk,geography,,,,1
heritage-at-risk,geometry,,,,1
heritage-at-risk,heritage-at-risk,,,,1
heritage-at-risk,legislation,,,,1
heritage-at-risk,name,,,,1
heritage-at-risk,notes,,,,1
heritage-at-risk,organisation,,,,1
heritage-at-risk,point,,,,1
heritage-at-risk,prefix,,,,1
heritage-at-risk,reference,,,,1
heritage-at-risk,start-date,,,,1
heritage-coast,categories,,,,1
heritage-coast,documentation-url,,,,1
heritage-coast,end-date,,,,1
heritage-coast,entity,,,,1
heritage-coast,entry-date,,,,1
heritage-coast,geography,,,,1
heritage-coast,geometry,,,,1
heritage-coast,heritage-coast,,,,1
heritage-coast,legislation,,,,1
heritage-coast,name,,,,1
heritage-coast,notes,,,,1
heritage-coast,organisation,,,,1
heritage-coast,point,,,,1
heritage-coast,prefix,,,,1
heritage-coast,reference,,,,1
heritage-coast,start-date,,,,1
historic-non-designed-rural-landscape-local-landscape-area,categories,,,,1
historic-non-designed-rural-landscape-local-landscape-area,documentation-url,,,,1
historic-non-designed-rural-landscape-local-landscape-area,end-date,,,,1
historic-non-designed-rural-landscape-local-landscape-area,entity,,,,1
historic-non-designed-rural-landscape-local-landscape-area,entry-date,,,,1
historic-non-designed-rural-landscape-local-landscape-area,geography,,,,1
historic-non-designed-rural-landscape-local-landscape-area,geometry,,,,1
historic-non-designed-rural-landscape-local-landscape-area,historic-non-designed-rural-landscape-local-landscape-area,,,,1
historic-non-designed-rural-landscape-local-landscape-area,legislation,,,,1
historic-non-designed-rural-landscape-local-landscape-area,name,,,,1
historic-non-designed-rural-landscape-local-landscape-area,notes,,,,1
historic-non-designed-rural-landscape-local-landscape-area,organisation,,,,1
historic-non-designed-rural-landscape-local-landscape-area,point,,,,1
historic-non-designed-rural-landscape-local-landscape-area,prefix,,,,1
historic-non-designed-rural-landscape-local-landscape-area,reference,,,,1
historic-non-designed-rural-landscape-local-landscape-area,start-date,,,,1
historic-stone-quarry,categories,,,,1
historic-stone-quarry,documentation-url,,,,1
historic-stone-quarry,end-date,,,,1
historic-stone-quarry,entity,,,,1
historic-stone-quarry,entry-date,,,,1
historic-stone-quarry,geography,,,,1
historic-stone-quarry,geometry,,,,1
historic-stone-quarry,historic-stone-quarry,,,,1
historic-stone-quarry,legislation,,,,1
historic-stone-quarry,name,,,,1
historic-stone-quarry,notes,,,,1
historic-stone-quarry,organisation,,,,1
historic-stone-quarry,point,,,,1
historic-stone-quarry,prefix,,,,1
historic-stone-quarry,reference,,,,1
historic-stone-quarry,start-date,,,,1
housing-allocation,categories,,,,1
housing-allocation,documentation-url,,,,1
housing-allocation,end-date,,,,1
housing-allocation,entity,,,,1
housing-allocation,entry-date,,,,1
housing-allocation,geography,,,,1
housing-allocation,geometry,,,,1
housing-allocation,housing-allocation,,,,1
housing-allocation,legislation,,,,1
housing-allocation,name,,,,1
housing-allocation,notes,,,,1
housing-allocation,organisation,,,,1
housing-allocation,point,,,,1
housing-allocation,prefix,,,,1
housing-allocation,reference,,,,1
housing-allocation,start-date,,,,1
hs2-safeguarded-area,categories,,,,1
hs2-safeguarded-area,documentation-url,,,,1
hs2-safeguarded-area,end-date,,,,1
hs2-safeguarded-area,entity,,,,1
hs2-safeguarded-area,entry-date,,,,1
hs2-safeguarded-area,geography,,,,1
hs2-safeguarded-area,geometry,,,,1
hs2-safeguarded-area,hs2-safeguarded-area,,,,1
hs2-safeguarded-area,legislation,,,,1
hs2-safeguarded-area,name,,,,1
hs2-safeguarded-area,notes,,,,1
hs2-safeguarded-area,organisation,,,,1
hs2-safeguarded-area,point,,,,1
hs2-safeguarded-area,prefix,,,,1
hs2-safeguarded-area,reference,,,,1
hs2-safeguarded-area,start-date,,,,1
infrastructure-funding-statement,document-url,,,,1
infrastructure-funding-statement,documentation-url,,,,1
infrastructure-funding-statement,end-date,,,,1
infrastructure-funding-statement,entity,,,,1
infrastructure-funding-statement,entry-date,,,,1
infrastructure-funding-statement,infrastructure-funding-statement,,,,1
infrastructure-funding-statement,name,,,,1
infrastructure-funding-statement,notes,,,,1
infrastructure-funding-statement,organisation,,,,1
infrastructure-funding-statement,prefix,,,,1
infrastructure-funding-statement,reference,,,,1
infrastructure-funding-statement,start-date,,,,1
internal-drainage-board,company,,,,1
internal-drainage-board,end-date,,,,1
internal-drainage-board,entity,,,,1
internal-drainage-board,entry-date,,,,1
internal-drainage-board,internal-drainage-district,,,,1
internal-drainage-board,legislation,,,,1
internal-drainage-board,name,,,,1
internal-drainage-board,notes,,,,1
internal-drainage-board,prefix,,,,1
internal-drainage-board,reference,,,,1
internal-drainage-board,region,,,,1
internal-drainage-board,start-date,,,,1
internal-drainage-board,twitter,,,,1
internal-drainage-board,website,,,,1
internal-drainage-board,wikidata,,,,1
internal-drainage-board,wikipedia,,,,1
internal-drainage-district,end-date,,,,1
internal-drainage-district,entity,,,,1
internal-drainage-district,entry-date,,,,1
internal-drainage-district,geometry,,,,1
internal-drainage-district,internal-drainage-board,,,,1
internal-drainage-district,name,,,,1
internal-drainage-district,notes,,,,1
internal-drainage-district,prefix,,,,1
internal-drainage-district,reference,,,,1
internal-drainage-district,region,,,,1
internal-drainage-district,start-date,,,,1
issue-type,description,,,,1
issue-type,end-date,,,,1
issue-type,entry-date,,,,1
issue-type,issue-type,,,,1
issue-type,name,,,,1
issue-type,severity,,,,1
issue-type,start-date,,,,1
issue,end-date,,,,1
issue,entry-date,,,,1
issue,entry-number,,,,1
issue,field,,,,1
issue,issue-type,,,,1
issue,line-number,,,,1
issue,dataset,,,,1
issue,resource,,,,1
issue,start-date,,,,1
issue,value,,,,1
licence,end-date,,,,1
licence,entity,,,,1
licence,entry-date,,,,1
licence,licence,,,,1
licence,start-date,,,,1
licence,text,,,,1
listed-building-grade,description,,,,1
listed-building-grade,end-date,,,,1
listed-building-grade,entity,,,,1
listed-building-grade,entry-date,,,,1
listed-building-grade,name,,,,1
listed-building-grade,notes,,,,1
listed-building-grade,prefix,,,,1
listed-building-grade,reference,,,,1
listed-building-grade,start-date,,,,1
listed-building-outline,address,,,,1
listed-building-outline,address-text,,,,1
listed-building-outline,description,,,,1
listed-building-outline,document-url,,,,1
listed-building-outline,documentation-url,,,,1
listed-building-outline,end-date,,,,1
listed-building-outline,entity,,,,1
listed-building-outline,entry-date,,,,1
listed-building-outline,geometry,,,,1
listed-building-outline,listed-building,,,,1
listed-building-outline,listed-building-grade,,,,1
listed-building-outline,name,,,,1
listed-building-outline,notes,,,,1
listed-building-outline,organisation,,,,1
listed-building-outline,point,,,,1
listed-building-outline,prefix,,,,1
listed-building-outline,reference,,,,1
listed-building-outline,start-date,,,,1
listed-building-outline,wikidata,,,,1
listed-building-outline,wikipedia,,,,1
listed-building,documentation-url,,,,1
listed-building,end-date,,,,1
listed-building,entity,,,,1
listed-building,entry-date,,,,1
listed-building,geometry,,,,1
listed-building,listed-building,,,,1
listed-building,listed-building-grade,,,,1
listed-building,name,,,,1
listed-building,notes,,,,1
listed-building,organisation,,,,1
listed-building,point,,,,1
listed-building,prefix,,,,1
listed-building,reference,,,,1
listed-building,start-date,,,,1
listed-building,wikidata,,,,1
listed-building,wikipedia,,,,1
local-authority-district,categories,,,,1
local-authority-district,documentation-url,,,,1
local-authority-district,end-date,,,,1
local-authority-district,entity,,,,1
local-authority-district,entry-date,,,,1
local-authority-district,geography,,,,1
local-authority-district,geometry,,,,1
local-authority-district,legislation,,,,1
local-authority-district,local-authority-district,,,,1
local-authority-district,name,,,,1
local-authority-district,notes,,,,1
local-authority-district,organisation,,,,1
local-authority-district,point,,,,1
local-authority-district,prefix,,,,1
local-authority-district,reference,,,,1
local-authority-district,start-date,,,,1
local-authority-type,end-date,,,,1
local-authority-type,entity,,,,1
local-authority-type,entry-date,,,,1
local-authority-type,name,,,,1
local-authority-type,notes,,,,1
local-authority-type,parliament-thesaurus,,,,1
local-authority-type,prefix,,,,1
local-authority-type,reference,,,,1
local-authority-type,start-date,,,,1
local-authority-type,wikidata,,,,1
local-authority-type,wikipedia,,,,1
local-authority,addressbase-custodian,,,,1
local-authority,billing-authority,,,,1
local-authority,combined-authority,,,,1
local-authority,end-date,,,,1
local-authority,entity,,,,1
local-authority,entry-date,,,,1
local-authority,esd-inventory,,,,1
local-authority,local-authority-district,,,,1
local-authority,local-authority-type,,,,1
local-authority,local-enterprise-partnership,,,,1
local-authority,local-planning-authority,,,,1
local-authority,local-resilience-forum,,,,1
local-authority,name,,,,1
local-authority,notes,,,,1
local-authority,opendatacommunities-uri,,,,1
local-authority,organisation,,,,1
local-authority,parliament-thesaurus,,,,1
local-authority,prefix,,,,1
local-authority,reference,,,,1
local-authority,region,,,,1
local-authority,start-date,,,,1
local-authority,statistical-geography,,,,1
local-authority,twitter,,,,1
local-authority,website,,,,1
local-authority,wikidata,,,,1
local-authority,wikipedia,,,,1
local-enterprise-partnership,company,,,,1
local-enterprise-partnership,end-date,,,,1
local-enterprise-partnership,entity,,,,1
local-enterprise-partnership,entry-date,,,,1
local-enterprise-partnership,local-enterprise-partnership-area,,,,1
local-enterprise-partnership,name,,,,1
local-enterprise-partnership,notes,,,,1
local-enterprise-partnership,parliament-thesaurus,,,,1
local-enterprise-partnership,prefix,,,,1
local-enterprise-partnership,reference,,,,1
local-enterprise-partnership,start-date,,,,1
local-enterprise-partnership,twitter,,,,1
local-enterprise-partnership,website,,,,1
local-enterprise-partnership,wikidata,,,,1
local-enterprise-partnership,wikipedia,,,,1
local-green-space,categories,,,,1
local-green-space,documentation-url,,,,1
local-green-space,end-date,,,,1
local-green-space,entity,,,,1
local-green-space,entry-date,,,,1
local-green-space,geography,,,,1
local-green-space,geometry,,,,1
local-green-space,legislation,,,,1
local-green-space,local-green-space,,,,1
local-green-space,name,,,,1
local-green-space,notes,,,,1
local-green-space,organisation,,,,1
local-green-space,point,,,,1
local-green-space,prefix,,,,1
local-green-space,reference,,,,1
local-green-space,start-date,,,,1
local-nature-recovery-strategy,categories,,,,1
local-nature-recovery-strategy,documentation-url,,,,1
local-nature-recovery-strategy,end-date,,,,1
local-nature-recovery-strategy,entity,,,,1
local-nature-recovery-strategy,entry-date,,,,1
local-nature-recovery-strategy,geography,,,,1
local-nature-recovery-strategy,geometry,,,,1
local-nature-recovery-strategy,legislation,,,,1
local-nature-recovery-strategy,local-nature-recovery-strategy,,,,1
local-nature-recovery-strategy,name,,,,1
local-nature-recovery-strategy,notes,,,,1
local-nature-recovery-strategy,organisation,,,,1
local-nature-recovery-strategy,point,,,,1
local-nature-recovery-strategy,prefix,,,,1
local-nature-recovery-strategy,reference,,,,1
local-nature-recovery-strategy,start-date,,,,1
local-planning-authority,end-date,,,,1
local-planning-authority,entity,,,,1
local-planning-authority,entry-date,,,,1
local-planning-authority,geometry,,,,1
local-planning-authority,name,,,,1
local-planning-authority,notes,,,,1
local-planning-authority,organisation,,,,1
local-planning-authority,point,,,,1
local-planning-authority,prefix,,,,1
local-planning-authority,reference,,,,1
local-planning-authority,start-date,,,,1
local-resilience-forum,end-date,,,,1
local-resilience-forum,entity,,,,1
local-resilience-forum,entry-date,,,,1
local-resilience-forum,name,,,,1
local-resilience-forum,notes,,,,1
local-resilience-forum,parliament-thesaurus,,,,1
local-resilience-forum,prefix,,,,1
local-resilience-forum,reference,,,,1
local-resilience-forum,start-date,,,,1
local-resilience-forum,statistical-geography,,,,1
local-resilience-forum,twitter,,,,1
local-resilience-forum,website,,,,1
local-resilience-forum,wikidata,,,,1
local-resilience-forum,wikipedia,,,,1
locally-listed-building,documentation-url,,,,1
locally-listed-building,end-date,,,,1
locally-listed-building,entity,,,,1
locally-listed-building,entry-date,,,,1
locally-listed-building,geometry,,,,1
locally-listed-building,listed-building-grade,,,,1
locally-listed-building,locally-listed-building,,,,1
locally-listed-building,name,,,,1
locally-listed-building,notes,,,,1
locally-listed-building,point,,,,1
locally-listed-building,prefix,,,,1
locally-listed-building,reference,,,,1
locally-listed-building,start-date,,,,1
locally-listed-building,wikidata,,,,1
locally-listed-building,wikipedia,,,,1
log,bytes,,,,1
log,content-type,,,,1
log,elapsed,,,,1
log,end-date,,,,1
log,endpoint,,,,1
log,entry-date,,,,1
log,resource,,,,1
log,start-date,,,,1
log,status,,,,1
log,exception,,,,1
london-square,categories,,,,1
london-square,documentation-url,,,,1
london-square,end-date,,,,1
london-square,entity,,,,1
london-square,entry-date,,,,1
london-square,geography,,,,1
london-square,geometry,,,,1
london-square,legislation,,,,1
london-square,london-square,,,,1
london-square,name,,,,1
london-square,notes,,,,1
london-square,organisation,,,,1
london-square,point,,,,1
london-square,prefix,,,,1
london-square,reference,,,,1
london-square,start-date,,,,1
long-established-woodland,categories,,,,1
long-established-woodland,documentation-url,,,,1
long-established-woodland,end-date,,,,1
long-established-woodland,entity,,,,1
long-established-woodland,entry-date,,,,1
long-established-woodland,geography,,,,1
long-established-woodland,geometry,,,,1
long-established-woodland,legislation,,,,1
long-established-woodland,long-established-woodland,,,,1
long-established-woodland,name,,,,1
long-established-woodland,notes,,,,1
long-established-woodland,organisation,,,,1
long-established-woodland,point,,,,1
long-established-woodland,prefix,,,,1
long-established-woodland,reference,,,,1
long-established-woodland,start-date,,,,1
long-protected-woodland,categories,,,,1
long-protected-woodland,documentation-url,,,,1
long-protected-woodland,end-date,,,,1
long-protected-woodland,entity,,,,1
long-protected-woodland,entry-date,,,,1
long-protected-woodland,geography,,,,1
long-protected-woodland,geometry,,,,1
long-protected-woodland,legislation,,,,1
long-protected-woodland,long-protected-woodland,,,,1
long-protected-woodland,name,,,,1
long-protected-woodland,notes,,,,1
long-protected-woodland,organisation,,,,1
long-protected-woodland,point,,,,1
long-protected-woodland,prefix,,,,1
long-protected-woodland,reference,,,,1
long-protected-woodland,start-date,,,,1
lookup,end-date,,,,1
lookup,endpoint,,,,1
lookup,entity,,,,1
lookup,entry-date,,,,1
lookup,entry-number,,,,1
lookup,organisation,,,,1
lookup,prefix,,,,1
lookup,resource,,,,1
lookup,start-date,,,,1
lookup,value,,,,1
lookup,reference,,,,1
main-river,categories,,,,1
main-river,documentation-url,,,,1
main-river,end-date,,,,1
main-river,entity,,,,1
main-river,entry-date,,,,1
main-river,geography,,,,1
main-river,geometry,,,,1
main-river,legislation,,,,1
main-river,main-river,,,,1
main-river,name,,,,1
main-river,notes,,,,1
main-river,organisation,,,,1
main-river,point,,,,1
main-river,prefix,,,,1
main-river,reference,,,,1
main-river,start-date,,,,1
metropolitan-open-land,categories,,,,1
metropolitan-open-land,documentation-url,,,,1
metropolitan-open-land,end-date,,,,1
metropolitan-open-land,entity,,,,1
metropolitan-open-land,entry-date,,,,1
metropolitan-open-land,geography,,,,1
metropolitan-open-land,geometry,,,,1
metropolitan-open-land,legislation,,,,1
metropolitan-open-land,metropolitan-open-land,,,,1
metropolitan-open-land,name,,,,1
metropolitan-open-land,notes,,,,1
metropolitan-open-land,organisation,,,,1
metropolitan-open-land,point,,,,1
metropolitan-open-land,prefix,,,,1
metropolitan-open-land,reference,,,,1
metropolitan-open-land,start-date,,,,1
mineral-safeguarding-area,categories,,,,1
mineral-safeguarding-area,documentation-url,,,,1
mineral-safeguarding-area,end-date,,,,1
mineral-safeguarding-area,entity,,,,1
mineral-safeguarding-area,entry-date,,,,1
mineral-safeguarding-area,geography,,,,1
mineral-safeguarding-area,geometry,,,,1
mineral-safeguarding-area,legislation,,,,1
mineral-safeguarding-area,mineral-safeguarding-area,,,,1
mineral-safeguarding-area,name,,,,1
mineral-safeguarding-area,notes,,,,1
mineral-safeguarding-area,organisation,,,,1
mineral-safeguarding-area,point,,,,1
mineral-safeguarding-area,prefix,,,,1
mineral-safeguarding-area,reference,,,,1
mineral-safeguarding-area,start-date,,,,1
national-park-authority,billing-authority,,,,1
national-park-authority,end-date,,,,1
national-park-authority,entity,,,,1
national-park-authority,entry-date,,,,1
national-park-authority,government-organisation,,,,1
national-park-authority,local-planning-authority,,,,1
national-park-authority,name,,,,1
national-park-authority,notes,,,,1
national-park-authority,opendatacommunities-uri,,,,1
national-park-authority,parliament-thesaurus,,,,1
national-park-authority,prefix,,,,1
national-park-authority,reference,,,,1
national-park-authority,region,,,,1
national-park-authority,start-date,,,,1
national-park-authority,statistical-geography,,,,1
national-park-authority,twitter,,,,1
national-park-authority,website,,,,1
national-park-authority,wikidata,,,,1
national-park-authority,wikipedia,,,,1
national-park,end-date,,,,1
national-park,entity,,,,1
national-park,entry-date,,,,1
national-park,geometry,,,,1
national-park,name,,,,1
national-park,notes,,,,1
national-park,organisation,,,,1
national-park,prefix,,,,1
national-park,reference,,,,1
national-park,start-date,,,,1
nature-improvement-area,categories,,,,1
nature-improvement-area,documentation-url,,,,1
nature-improvement-area,end-date,,,,1
nature-improvement-area,entity,,,,1
nature-improvement-area,entry-date,,,,1
nature-improvement-area,geography,,,,1
nature-improvement-area,geometry,,,,1
nature-improvement-area,legislation,,,,1
nature-improvement-area,name,,,,1
nature-improvement-area,nature-improvement-area,,,,1
nature-improvement-area,notes,,,,1
nature-improvement-area,organisation,,,,1
nature-improvement-area,point,,,,1
nature-improvement-area,prefix,,,,1
nature-improvement-area,reference,,,,1
nature-improvement-area,start-date,,,,1
neighbourhood-forum,company,,,,1
neighbourhood-forum,end-date,,,,1
neighbourhood-forum,entity,,,,1
neighbourhood-forum,entry-date,,,,1
neighbourhood-forum,geography,,,,1
neighbourhood-forum,name,,,,1
neighbourhood-forum,neighbourhood-forum,,,,1
neighbourhood-forum,notes,,,,1
neighbourhood-forum,organisation,,,,1
neighbourhood-forum,prefix,,,,1
neighbourhood-forum,reference,,,,1
neighbourhood-forum,start-date,,,,1
neighbourhood-forum,twitter,,,,1
neighbourhood-forum,website,,,,1
neighbourhood-forum,wikidata,,,,1
